ID;Product Name;Brand;Manufacturer;Vendor ;Cat# Manufacturer;Cat# Vendor;Lot#;Expiry Date;Room;Sector;Unit;Capacity;Item Property;Pipetting Device;Item Type;Single Pieces;Units per Box;Boxes in Stock;Total Pieces;Minimum Amount;Inventory Status;Order Status;Who Ordered ;Assigned Project;Order Date ;Notes;Favorites
120;Serological_pipette_5mL;;Sarstedt;Sarstedt;86.1253.001;86.1253.001;4166E;2027-06;C75;7.4;ml;5;sterile;Hand pipette;serological pipette;50;2;1;100;100;in stock;;;;;;
121;Serological_pipette_5mL;;Sarstedt;Sarstedt;86.1253.001;86.1253.001;5058E;2028-02;C75;7.4;ml;5;sterile;Hand pipette;serological pipette;50;10;1;500;500;in stock;;;;;;
122;Serological_pipette_10mL;;Sarstedt;Sarstedt;86.1254.001;86.1254.001;4171E;2027-06;C75;7.3;ml;10;sterile;Hand pipette;serological pipette;50;3;1;150;150;in stock;;;;;;
123;Serological_pipette_10mL;;Sarstedt;Sarstedt;86.1254.001;86.1254.001;5041E;2028-02;C75;7.3;ml;10;sterile;Hand pipette;serological pipette;50;10;1;500;500;in stock;;;;;;
124;;;;;;;;;;;;;;;;;;;0;;in stock;;;;;;
125;Falcon Cell Strainer 40uL Nylon;;Corning;Corning;352340;352340;246262;;C75;7.4;ul;40;sterile;Hand pipette;cell culture consumable;50;1;1;50;50;in stock;;;;;open (>40 pieces left);
126;5ml BD Plastipak Luer lock syringes (for Certus);;BD;Huberlab;;3.7490.13;2304498;30.09.2027;C75;6.2;ml;5;sterile;;syringe;50;1;1;50;50;in stock;;;;;open;
127;5ml BD Plastipak Luer lock syringes (for Certus);;BD;Huberlab;;3.7490.13;2340656;30.09.2027;C75;6.2;ml;5;sterile;;syringe;50;2;1;100;100;in stock;;;;;open;
128;50ml Omnifix Luer lock solo syringe (for Certus);;Braun;;4617509F;;23A03D8005;01.01.2028;C75;6.2;ml;50;sterile;;syringe;20;1;1.25;25;25;in stock;;;;;5 syringes outside box;
129;50ml Omnifix Luer lock solo syringe (for Certus);;Braun;;4617509F;;25F27D8004;;C75;6.2;ml;50;sterile;;syringe;100;1;1;100;100;in stock;;;;;;
130;50ml BD Plastipak Luer lock syringes ;;BD;;300865;;2306720;;C75;6.2;ml;50;sterile;;syringe;;;;0;0;in stock;;;;;open, almost full;
131;1ml BD Plastipak Luer lock syringes ;;BD;;309628;;;;C75;6.2;ml;1;sterile;;syringe;;;;0;0;in stock;;;;;open, plastic bag;
132;MN Wash Plate;;Machery-Nagel;Machery-Nagel;740479.24;740479.24;1509/001;;C75;3.4;;;;MCA96;plate;24;1;0.75;18;18;in stock;;;;;open;
133;MN Wash Plate;;Machery-Nagel;Machery-Nagel;740479.24;740479.24;1306/001;;C75;3.4;;;;MCA96;plate;24;1;1;24;24;in stock;;;;;;
134;MN Wash Plate;;Machery-Nagel;Machery-Nagel;740479.24;740479.24;;;C75;3.4;;;;MCA96;plate;24;1;1;24;24;in stock;;;;;;
135;Premixed Tea buffer 10x;;Roche;Roche;11666690001;11666690001;610770000;;C75;3.4;L;4;;;reagent;1;1;1;1;1;in stock;;;;;;
136;BioTek  5000mL glass bottels;;Nexus;;;;;;C51;;L;5;;;bottle;2;1;1;2;2;in stock;;;;;;
137;BioTek  2000mL glass bottels;;Nexus;;;;;;C51;;L;2;;;bottle;3;1;1;3;3;in stock;;;;;;
138;Plastic Bottles 1L wide mouth;;Nalgene;;;;;;C75;3.3;L;1;;;bottle;6;1;1;6;6;in stock;;;;;;
139;Autoclave BSL2 Greiner Bio-One Special Disposable Bag, 130L,  700/1100 mm, with print;;;;649203;;129993/1;;C75;6.4;L;130;;;other;350;1;1;350;350;in stock;;;;;1 open,3x XX bags left;
140;Autoclave BSL2 Greiner Bio-One Special Disposable Bag,  700/1100 mm, with print;;;;649203;;E1301028;;C75;6.4;L;;;;other;300;1;1;300;300;in stock;;;;;1 open,3x XX bags left;
141;Autoclave BSL2 Greiner Bio-One Special Disposable Bag 10 L, PP, 300/500/0.05 MM, with print;;;;643203;;1703247957;;C75;6.4;L;10;;;other;500;1;0.24;120;120;in stock;;;;;1 open;
142;Autoclave BSL2 Greiner Bio-One Special Disposable Bag 10 L, PP, 300/500/0.05 MM, with print;;;;643203;;129809/1;;C75;6.4;L;10;;;other;500;1;1;500;500;in stock;;;;;open;
143;Adhesive Seal Applicator;;Thermo;;AB-1391;;;;C75;5.4;;;;;other;1;1;2;2;2;in stock;;;Ruef;;1 outside box;
144;Silicon Adhesive Film for PCR Plates;;VWR;;391-0644;;OI246G3 ;;C75;5.4;;;;;seal;25;1;1;25;25;in stock;;;Ruef;;open;
145;Nuclease-Free Water, Not DEPC Treated, Autoclaved, 0.2um filtered;;Ambion;;AM9937;;1905072;;C75;5.3;ml;50;;;reagent;10;1;0.5;5;5;in stock;;;Hirslanden Project;;open;
146;FFP2 respirator mask;;Allmed;;;;;;C75;6.1;;;;;other;51;4;1;204;204;in stock;;;;;;
147;Mask FFP2 NR;;BOLISI;Brack;;BS-9501L;;;C75;6.1;;;;;other;20;3;1;60;60;in stock;;;;;;
148;Microlance needles;;BD;;301300;;150516;;C75;6.1;;;;;cell culture consumable;100;1;1;100;100;in stock;;;;;open;
149;Microlance needles;;BD;;301300;;160206;;C75;6.1;;;;;cell culture consumable;100;1;1;100;100;in stock;;;;;open;
150;Gloves M, Nitril, Sempercare Safe;;Sempercare;D-BIOL shop;3000015997;;;;C75;6.3;;;;;other;100;13;1;1300;1000;in stock;;;;;;
151;Gloves L, Nitril, Sempercare Safe;;Sempercare;D-BIOL shop;3000015998;;;;C75;6.3;;;;;other;100;19;1;1900;1000;in stock;;;;;;
152;Gloves S, Nitril, Sempercare Safe;;Sempercare;D-BIOL shop;3000015997;;;;C75;6.3;;;;;other;100;15;1;1500;1000;in stock;;;;;;
153;Gloves XL, Nitril, Sempercare Safe;;Sempercare;D-BIOL shop;3000015999;;;;C75;6.3;;;;;other;100;16;1;1600;1000;in stock;;;;;;
154;Autoclave_bag_large;;Greiner;;;;;;C75;6.3;;;;;other;;;;0;0;in stock;;;;;;
155;Table_waste_bag ;;Brand;;759705;;;;C75;6.5;;;;;other;100;1;1;100;100;in stock;;;;;;
156;Kimtech wipes, tissue paper;;Kimberly Clark;D-BIOL shop;7552;;;;C75;6.1;;;;;other;286;23;1;6578;3000;in stock;;;;;open (almost full);
157;Special Waste containers from SGU;;;;;;;;C75;"3.1;3.2";;;;;other;11;1;1;11;3;in stock;;;;;;
158;Schiebeverschlussbeutel;;;;;;;;C75;6.4;;;;;other;;;;0;0;in stock;;;;;;
159;Paper towels;;axisoft;D-BIOL shop;;;;;C75;6.6;;;;;other;64;4;16;4096;1000;in stock;product arrived;SMH;;;;
160;Nunc Aluminium Seal Tape for 96 Well Plates;;Thermo;;232698;;LNA049B;;C75;4.3;;;;;seal;100;1;1;100;100;in stock;;;;;open;
161;Silverseal Sealer Aluminium;;Greiner Bio-One;;676090;;E21083AP;;C75;4.3;;;;;seal;100;2;1;200;200;in stock;;;;;;
162;Silverseal Sealer Aluminium;;Greiner Bio-One;;676090;;E18093SD;;C75;4.3;;;;;seal;100;1;1;100;100;in stock;;;;;;
163;Packaging paper;;;;;;;;C75;4.4;;;;;other;;;;0;0;in stock;;;;;from move;
164;Autoclave tape;;BIO-L Shop;;;;;;C75;6.1;;;;;other;1;3;1;3;2;in stock;;;;;;
165;125ul MCA384 Tips, sterile, no filter;;Tecan;Tecan;30138091;30138091;5158577;2024-03-28;C75;5.2;ul;125;sterile;MCA384;tip box;384;10;7;26880;26880;in stock;;;InSphero;;open;
166;200ul MCA96 Tips, pure, no filter;;Tecan;Tecan;30038616;30038616;14430319;2019-10;C75;5.2;ul;200;pure;MCA96;tip box;10;0.7;1;7;7;in stock;;;Aceto;;open;
167;50ul MCA96 Tips, pure, no filter;;Tecan;Tecan;30038606;30038606;22371181;2027-09;C75;5.3;ul;50;pure;MCA96;tip box;10;3.4;1;34;34;in stock;;;2025_snl_bornhauser_compounds;;open;
168;50ul MCA96 Tips, sterile, no filter;;Tecan;Tecan;30038607;30038607;19130431;2023-04;C75;5.3;ul;50;sterile;MCA96;tip box;10;4;1;40;40;in stock;;;2025_snl_ervin_organoids;;;
169;384-Well Low Dead Volume Microplate, Echo qualified;;Beckman Coulter;Beckman Coulter;LP-0200;LP-0200;006757884;;C75;9.5;;;;MCA384;plate;10;5;3;130;100;in stock;;;12 plates for 2025_snl_bornhauser_Compoundtransfer 2;;purchased Nov-2023;
170;384-Well PP 2.0 Microplate Echo Qualified;;Beckman Coulter;Beckman Coulter;"PP-0200; 001-14555";"PP-0200; 001-14555";0000111401;;C75;9.5;;;;MCA384;plate;10;10;0.9;90;90;in stock;;;;;open, box marked as do not reuse due to sealing does't work ;
171;384-Well PP 2.0 Microplate Echo Qualified;;Beckman Coulter;Beckman Coulter;"PP-0200; 001-14555";"PP-0200; 001-14555";0006524554;;C75;9.5;;;;MCA384;plate;10;10;1;100;100;in stock;;;;;;
172;MicroClime Environmental Microplate Lid;;Beckman Coulter;Beckman Coulter;LLS-0310;LLS-0310;080322-3;;C75;9.5;;;;;lid;10;5;1;50;50;in stock;;;;;;
173;XPeel Roll and Tape;;Azenta;Azenta; X-Tape_2000; X-Tape_2000;72054 A;31.12.2026;C75;4.3;;;;;other;1;4;1;4;4;in stock;;;;;delivered 18.08.2025;
174;Plastic Bottles 1L smal-mouth;;Nalgene;;;;;;C75;3.3;L;1;;;bottle;13;1;1;13;13;in stock;;;;;;
175;Spray bottle, Sprühflasche Zerstäuber sprayer 500ml;;Semadeni AG;D-BIOL shop;"	12285";100669;;;C75;3.3;;;;;bottle;9;1;1;9;1;in stock;;;;;;
176;Sharpsafe safety box, 114x101x36 mm, 0.25L;;;Huberlab;;;;;C75;6.1;;;;;other;1;1;1;1;1;in stock;;;;;;
177;Dust Pan and Brush;oxo;oxo;Galaxus;1334280;;;;C75;6.1;;;;;other;1;1;1;1;1;in stock;;;;;for Biosafety spill kit;
178;Chemical sorbent pads;fisherbrand;fisherbrand;fisherscientific;15853720;FBEU1000E;;;C75;3.6;;;;;other;100;1;1;100;100;in stock;;;;;for Biosafety spill kit;
179;70ul Automation tips for Prime Liquid Handler;;HighRes Biosolutions;HighRes Biosolutions;1076372;1076372;531C9-5215;2029-07;C75;2.2;;70;pure;MCA96;tip box;10;5;3;150;10;in stock;;;;;ordered by HighRes team for the Prime SAT ;
180;LN tank inletst/lids;;;;;;;;C75;4.5;;;;;spare part;2;1;1;2;2;in stock;;;;;;
181;AC/DC adapter for LN tank alarm power unit;;;;;;;;C75;4.5;;;;;spare part;1;1;1;1;1;in stock;;;;;;
182;Moweden controls M284CE 5693 for LN tank alarm system;;;;;;;;C75;4.5;;;;;other;1;1;1;1;1;in stock;;;;;;
183;Clear Peelable Seal for PlateLoc;;Agilent;Agilent;16985-001;16985-001;E00613;;C75;4.3;;;;;seal;1;1;1;1;1;in stock;;;;;;
184;Peelable Aluminium Seal for PlateLoc;;Agilent;Agilent;24210-001;24210-001;74250607A;24.09.2016;C75;4.3;;;;;seal;1;1;1;1;1;in stock;;;;;;
185;Peelable Aluminium Seal;;Agilent;Agilent;24210-001;24210-001;756230308;;C75;4.3;;;;;seal;1;1;1;1;1;in stock;;;;;;
186;Aluminium RT Seal for PlateLoc;;Agilent;Agilent;24214-001;24214-001;USS21PLCL5101;;C75;5.4;;;;;seal;1;1;1;1;1;in stock;;;Bode compounds;;;
187;Universal Peel Heat Seal for PlateLoc;;4titude;4titude;4ti-0524;4ti-0524;;;C75;4.3;;;;;seal;2;1;1;2;2;in stock;;;;;Used test seal;
188;Pierce Heat Seal for PlateLoc;;4titude;4titude;4ti-0532;4ti-0532;;;C75;4.3;;;;;seal;1;1;1;1;1;in stock;;;;;Used test seal;
189;De-Sealer Adhesive;;4titude;4titude;4ti-0513;4ti-0513;;;C75;4.3;;;;;seal;1;1;1;1;1;in stock;;;;;Used test seal;
190;Clear Permanent Seal for PlateLoc;;Agilent;Agilent;24212-081;24212-081;USS22PLCK1001;;C75;5.4;;;;;seal;1;1;1;1;1;in stock;;;Bode compounds;;Used test seal;
191;XPeel cleaning sets;;Azenta;Azenta;;;;;C75;4.3;;;;;other;3;1;1;3;3;in stock;;;;;very old;
192;Label Roll for SciPrint;;Scinomix;Scinomix;2000-189;2000-189;430771;;C75;4.3;;;;;labels;1;1;1;1;1;in stock;;;;;;
193;Bottle caps with 1/4 inch filling/venting closure and tubing, PP;;Nalgene;Thermo Scientific;;;;;C75;3.3;;;;;cap;2;1;1;2;2;in stock;;;;;;
194;Canister screw caps tubing kit SRNG autoclave ASBY;;;;;;;;C75;3.2;;;;;other;6;1;1;6;6;in stock;;;;;Several sizes;
195;2.0mL Deep Well, Plate, 96 Square Wells, Clear, Sterile;;Axygen;Sigma;P-2ML-SQ-C-S;;32824005;14.11.2027;C75;9.6;;;;;plate;5;4;1;20;10;in stock;;;;;NEXUS HRB MC02034 SAT;
196;Bubble wrap;;;;;;;;C75;4.4;;;;;other;1;1;1;1;0;in stock;;;;;;
197;Plastic film for packaging;;;;;;;;C75;4.4;;;;;other;1;1;1;1;0;in stock;;;;;;
198;SteriStore mister pack component;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;1;1;1;1;0;in stock;;;;;;
199;SteriStore electronic board;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;1;1;1;1;0;in stock;;;;;;
200;NucleusPod doors;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;2;1;1;2;0;in stock;;;;;;
201;ZCell gripper fingers, extended, thick;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;accessory;1;1;1;1;0;in stock;;;;;In MC02034 and MC02036 accessories box;
202;Air bladder ;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;1;1;1;1;0;in stock;;;;;In MC02034 and MC02036 accessories box;
203;NucleusPod metal parts;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;5;1;1;5;0;in stock;;;;;In MC02034 and MC02036 accessories box;
204;MC02034 enclosure door sensor brackets;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;3;1;1;3;0;in stock;;;;;In MC02034 and MC02036 accessories box;
205;Serial port controller;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;1;1;1;1;0;in stock;;;;;In MC02034 and MC02036 accessories box;
206;NucleusPod metal brackets;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;4;1;1;4;0;in stock;;;;;In MC02034 and MC02036 accessories box;
207;NucleusPod plastic parts;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;3;1;1;3;0;in stock;;;;;In MC02034 and MC02036 accessories box;
208;Enclosure gasket rolls;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.2;;;;;spare part;3;1;1;3;0;in stock;;;;;;
209;SteriStore spare mister pack (new model);;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.2;;;;;accessory;1;1;1;1;0;in stock;;;;;;
210;SteriStore mister pack packagings;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.2;;;;;other;3;1;1;3;0;in stock;;;;;;
211;Prime spare nests;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;2;1;1;2;0;in stock;;;;;In Prime Accessories box;
212;Prime spare air tubing;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
213;Prime spare pins, large;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;2;1;1;2;0;in stock;;;;;In Prime Accessories box;
214;Prime spare pins, small;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;4;1;1;4;0;in stock;;;;;In Prime Accessories box;
215;Prime external waste robot chute;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;accessory;1;1;1;1;0;in stock;;;;;;
216;BioShake flat adapter spare screw;;QInstruments;QInstruments;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In QInstruments box;
217;Screw driver for BioShake adapters;;;;;;;;C41;1.3;;;;;accessory;2;1;1;2;0;in stock;;;;;In QInstruments box;
218;MultiScreenHTS Vacuum Manifold spare parts;;Merck;Merck;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Vacuum station box;
219;BioShake mounting screws;;QInstruments;QInstruments;;;;;C41;1.3;;;;;spare part;3;2;1;6;0;in stock;;;;;In QInstruments box;
220;BioShake spare power cable;;QInstruments;QInstruments;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In QInstruments box;
221;MultiScreenHTS Vacuum Manifold spare tubing;;Merck;Merck;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
222;MultiScreenHTS Vacuum Manifold bottle lid;;Merck;Merck;;;;;C41;1.3;;;;;accessory;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
223;MultiScreenHTS Vacuum Manifold bottle lid with tubing conncetors;;Merck;Merck;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
224;Prime spare ethernet cable;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;1;1;0;0;0;in stock;;;;;In Prime Accessories box;
225;Prime spare power cable extensions;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
226;Prime spare power cable;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
227;Prime spare USB cable;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Prime Accessories box;
228;High voltage power cables end extensions;;;;;;;;C41;2.1;;;;;accessory;3;1;1;3;0;in stock;;;;;In Electronics box;
229;Power cables and extensions;;;;;;;;C41;2.1;;;;;accessory;2;1;1;2;0;in stock;;;;;In Electronics box;
230;Echo air compressor;;Beckman Coulter;Beckman Coulter;;;;;C41;3.1;;;;;accessory;1;1;1;1;0;in stock;;;;;;
231;MicroDock L upgrade materials planned 2020;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.4;;;;;spare part;1;1;1;1;0;in stock;;;;;Might work for XDocks;
232;SteriStore spare display (new model);;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.1;;;;;spare part;1;1;1;1;0;in stock;;;;;;
233;SteriStore spare parts (old model);;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.4;;;;;spare part;1;1;1;1;0;in stock;;;;;Many items in Old SteriStore Accessories box;
234;SteriStore 24-position stackers;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;"1.5;2.6";;;;;accessory;21;1;1;21;0;in stock;;;;;;
235;SteriStore 8-position stackers;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;2.6;;;;;accessory;6;1;1;6;0;in stock;;;;;;
236;Plugbar;;;;;;;;C41;2.1;;;;;accessory;3;1;1;3;0;in stock;;;;;In Electronics box;
237;Tubings, fittings and screws;;Agilent;Agilent;;;;;C41;2.2;;;;;spare part;1;1;1;1;0;in stock;;;;;In Agilent Accessories bag;
238;SciPrint part barcode readers;;Scinomix;Scinomix;;;;;C41;2.2;;;;;spare part;2;1;1;2;0;in stock;;;;;In SciPrint Accessories box;
239;SciPrint power supply;;Scinomix;Scinomix;;;;;C41;2.2;;;;;spare part;1;1;1;1;0;in stock;;;;;In SciPrint Accessories box;
240;SciPrint serial cable;;Scinomix;Scinomix;;;;;C41;2.2;;;;;spare part;1;1;1;1;0;in stock;;;;;In SciPrint Accessories box;
241;M1000 InfinitePro transport lock;;Tecan;Tecan;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;;
242;BioTek SVCE Manifold 96 Tube Upper;;Agilent;Agilent;7102064S;7102064S;;16.06.2017;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;;
243;BioTek SVCE Manifold 96 Tube Lower 20 DEG;;Agilent;Agilent;7102226S;7102226S;;07.08.2017;C41;2.2;;;;;accessory;2;1;1;2;0;in stock;;;;;In use since 2017-08-23;
244;BioTek 192 Spare Manifold;;Agilent;Agilent;7170026;7170026;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;;
245;5uL BioTek Replacement Tubing Kit Large Bore;;Agilent;Agilent;7170012;7170012;;;C41;2.2;;;;;accessory;3;1;1;3;0;in stock;;;;;In BioTek Accessories box;
246;BioTek EL406 transport locks;;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;1;in stock;;;;;In BioTek Accessories box;
247;5uL BioTek Cassette;;Agilent;Agilent;7170024;7170024;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;"Used with water and bromphenol blue; in BioTek Accessories box";
248;5uL BioTek Extension Tubes Kit;;Agilent;Agilent;7170021;7170021;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;"From July 2017; in BioTek Accessories box";
249;BioTek EL406 waste tubing;;Agilent;Agilent;;;;;C41;2.2;;;;;spare part;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
250;BioTek EL406 overflow bottle cap with tubings and liquid sensor;;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
251;BioTek EL406 Supply Tubing Teflon ASBY (new);;Agilent;Agilent;7180541;7180541;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
252;BioTek EL406 Supply Tubing Silicon (used);;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;"Used with PBS and water, not DMSO compatible; in BioTek Accessories box";
253;BioTek unclotting kit;;Agilent;Agilent;7180039;7180039;;;C41;2.2;;;;;accessory;1;1;1;1;1;in stock;;;;;In BioTek Accessories box;
254;BioTek EL406 Supply Tubing Silicon (used);;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
255;BioTek EL406 plastic waste reservoirs;;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
256;BioTek EL406 cassette holder plastic part;;Agilent;Agilent;;;;;C41;2.2;;;;;accessory;1;1;1;1;0;in stock;;;;;In BioTek Accessories box;
257;SteriStore waste bottle 10L;;Nalgene;Nalgene;;;;;C41;1.4;L;10;;;bottle;1;1;1;1;0;in stock;;;;;;
258;ViaFill Tubing Sets 5-9,999uL 8 Channel Cassette, pre-sterilized;;Integra;Integra;5724;5724;PRO24337;;C41;2.3;;;;;accessory;1;5;1.4;7;0;in stock;;;;;Each one opened per box;
259;ViaFill Tubing Sets 5-9,999uL 8 Channel Cassette 300mm, extended;;Integra;Integra;5724;5724;;;C41;2.3;;;;;accessory;1;5;0.6;3;0;in stock;;;;;One opened;
260;Liconic Power Cables;;;;;;;;C41;2.3;;;;;spare part;2;1;1;2;0;in stock;;;;;In Liconic Accessories bag;
261;Liconic tubing;;;;;;;;C41;2.3;;;;;spare part;1;1;1;1;0;in stock;;;;;In Liconic Accessories bag;
262;Old ACell gripper finger pads;;HighRes Biosolutions;HighRes Biosolutions;;;;;C41;1.4;;;;;spare part;2;1;1;2;0;in stock;;;;;;
263;Cell culture shaker insert;;;;;;;;C41;3.2;;;;;accessory;1;1;1;1;1;in stock;;;;;;
264;Brady label printer accessories;;Brady;Brady;;;;;C41;2.1;;;;;accessory;1;1;1;1;0;in stock;;;;;In Brady box;
265;Peristaltic pump power cables ;;;;;;;;C41;3.2;;;;;accessory;3;1;1;3;0;in stock;;;;;In Peristaltic Pump Tubings bag;
266;Peristaltic pump tubings;;;;;;;;C41;3.2;;;;;accessory;3;1;1;3;0;in stock;;;;;In Peristaltic Pump Tubings bag;
267;Peristaltic pump tubing connectors;;;;;;;;C41;3.2;;;;;accessory;1;1;1;1;0;in stock;;;;;Many in different sizes, in Peristaltic Pump Tubings bag;
268;Testo 175 data logger accessories;;;;;;;;C41;2.1;;;;;accessory;1;1;1;1;0;in stock;;;;;;
269;Fluent transport handles;;Tecan;Tecan;;;;;C41;2.4;;;;;accessory;1;1;1;1;1;in stock;;;;;;
270;Fluent transport styropore pieces;;Tecan;Tecan;;;;;C41;"2.5;3.5";;;;;other;5;1;1;5;5;in stock;;;;;;
271;Plastic Bottles 1 Gal;;Nalgene;;;;;;C75;3.3;gal;1;;;bottle;2;1;1;2;0;in stock;;;;;;
272;Cap for Plastic Bottles 1 Gal;;Nalgene;;;;;;C75;3.3;;;;;cap;1;1;1;1;0;in stock;;;;;;
273;Plastic baskets 20L;;;;;;;;C75;3.5;L;20;;;other;2;1;1;2;0;in stock;;;;;;
274;Canister for dH2O with tubing, 10L;;;;;;;;C75;3.3;L;10;;;bottle;1;1;1;1;0;in stock;;;;;;
275;BSL-2 waste bins;;;;;;;;C75;;;;;;other;1;1;1;1;0;in stock;;;;;;
276;BSL-2 waste bin lids;;;;;;;;C75;;;;;;lid;3;1;1;3;0;in stock;;;;;;
277;Serological Pipette 50mL;Greiner;Greiner bio-one;D-BIOL Shop;768180;;F250635N;08.06.2030;C75;7.4;ml;50;sterile & filtered;Hand pipette;serological pipette;20;4;1;80;50;in stock;;;;;;
278;Disposable throughs;Tecan;Tecan;Tecan;10613049;;94300;28.08.2026;C75;11.1;;;;;reservoir;6;10;1;60;0;in stock;;;;;;
279;Tips, non-filtered, non-sterile, 1000ul;Axygen;Axygen;;;;;;C75;4.1;ul;1000;;Hand pipette;tip box;26;1;1;26;0;in stock;;;;;filter test ;
280;Autoclave BSL2 Greiner Bio-One Special Disposable Bag 10 L, PP, 300/500/0.05 MM, with print;Greiner;Greiner bio-one;;643203;;1703247957;;C75;6.5;;;;;;100;1;1;100;1;in stock;;;;;opened;
281;Microplate 96 Well, PP, V-bottom, sterile;;Greiner bio-one;Greiner bio-one;651261;651261;E18083TR;08.08.2023;C75;9.3;;;sterile;MCA96;plate;10;10;0.1;10;0;in stock;;;;;;
282;30uL Automation Tips for Prime Liquid Handler, single, non-filtered, sterile, 96-rack;;HighRes Biosolutions;HighRes Biosolutions;1076364;;90419-540C9 5272;Sep 28;C75;2.4;ul;30;sterile;MCA96;tip box;9;5;1;45;10;in stock;;;;;47 Boxes left (SFH);
283;30uL Automation Tips for Prime Liquid Handler, single, non-filtered, sterile, 384-Rack;;HighRes Biosolutions;HighRes Biosolutions;1076345;;90401-520C9-5137;May 28;C75;2.4;ul;30;sterile;MCA384;tip box;10;5;1;50;10;in stock;;;;;;
284;70uL Automation Tips for Prime Liquid Handler, single, non-filtered, sterile, 384 -rack;;HighRes Biosolutions;HighRes Biosolutions;1076356;;90399-517C9-5115;Apr 28;C75;2.5;ul;70;sterile;MCA384;tip box;10;5;1;50;10;in stock;;;;;;
285;Poster: Emergencies in the lab - what do do? SGU ETH Zurich;;ETH Zurich;ETH Zurich;;;;;C75;4.5;;;;;other;13;1;1;13;1;in stock;;;;;;
286;Sweepings bag 110 l (Wastebag);Webstar;Brack;Brack;7690;1407583;;;C75;6.1;;;;;;8;1;1;8;2;in stock;product arrived;SMH;;16.02.2026;;
287;70ul Automation tips for Prime Liquid Handler, single, non-filtered, sterile, 96 -rack;;HighRes Biosolutions;HighRes Biosolutions;1076373;1076373;90435 - 550C9 - 5348;2028-12;C75;2.5;;70;sterile;MCA96;tip box;10;5;1;50;10;in stock;;;;;;
